,district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
67,dailekh,bale budha (tallo dhungeshwor),28.83811111,81.70848333,1599329700,Humid throughout the day.,rain,1599351300,1599396660,0.64,0.3227,1.2491,1599383640,0.39,rain,27.33,1599371940,19.02,1599436560,31.53,1599372180,20.28,1599436320,22.26,0.99,1006.7,1.01,2.15,1599375060,163,0.2,11,1599372240,14.431,261.6,18.41,1599349440,27.33,1599371940,19.35,1599349560,31.53,1599372180
68,dang,koilabas,28.05,82.5,1599329700,Humid and partly cloudy throughout the day.,rain,1599351180,1599396420,0.64,0.2027,0.8226,1599383880,0.48,rain,30.66,1599375840,21.39,1599435660,36.87,1599376080,22.54,1599435540,24.13,0.92,1005.6,1.2,2.96,1599381960,104,0.24,10,1599371760,16.093,263.4,21.46,1599349680,30.66,1599375840,22.66,1599349560,36.87,1599376080
69,dang,tulsipur,28.201323,82.1393939,1599329700,Humid throughout the day.,rain,1599351240,1599396480,0.64,0.2264,0.7835,1599383760,0.47,rain,29.56,1599375000,21.51,1599436200,37.3,1599375060,22.73,1599435960,25.13,0.97,1005.6,1.11,2.85,1599381840,121,0.16,10,1599372360,16.093,263.7,21.92,1599349800,29.56,1599375000,23.3,1599349620,37.3,1599375060
70,dang,lalmatiya,27.87055556,82.53666667,1599329700,Humid and partly cloudy throughout the day.,rain,1599351180,1599396420,0.64,0.2286,0.6967,1599329700,0.57,rain,33.05,1599382080,23.56,1599435180,41.82,1599386280,24.75,1599435060,25.05,0.85,1005.0,1.24,3.33,1599381600,92,0.21,10,1599371880,16.029,264.4,23.76,1599349380,33.05,1599382080,25.03,1599349080,41.82,1599386280
71,bara,kalaiya,27.079,84.9329,1599329700,Possible light rain overnight and in the evening.,rain,1599350580,1599395820,0.64,0.2264,0.5136,1599393300,0.67,rain,32.08,1599379800,24.25,1599434520,41.12,1599379800,25.5,1599434580,25.38,0.85,1004.7,2.24,3.59,1599382440,96,0.52,8,1599373380,16.019,265.1,25.64,1599345540,32.08,1599379800,27.65,1599416100,41.12,1599379800
72,banke,amlekhganj,27.94748333,81.78569444,1599330600,Humid throughout the day.,rain,1599351300,1599396600,0.64,0.1544,0.8905,1599372120,0.52,rain,31.7,1599382680,24.93,1599436320,38.71,1599384660,26.12,1599435900,24.49,0.81,1004.2,1.5,2.98,1599383280,82,0.2,10,1599374040,16.093,265.8,25.48,1599347220,31.7,1599382680,27.41,1599347280,38.71,1599384660
73,banke,dhakeri,28.10055556,81.66824722,1599330600,Humid throughout the day.,rain,1599351360,1599396600,0.64,0.3109,1.0937,1599341220,0.59,rain,31.44,1599379980,24.76,1599435840,39.23,1599379560,25.94,1599435360,24.86,0.83,1004.4,1.54,2.69,1599382920,71,0.15,11,1599373500,16.093,265.7,25.09,1599348900,31.44,1599379980,26.29,1599349080,39.23,1599379560
74,bara,parwanipur,27.20300556,85.170475,1599329700,Rain in the evening.,rain,1599350520,1599395760,0.64,0.287,1.0379,1599393300,0.66,rain,31.75,1599380040,23.94,1599435120,41.21,1599380700,25.2,1599434940,25.71,0.89,1005.3,1.8,3.84,1599380400,95,0.48,10,1599372540,16.093,264.6,25.37,1599344640,31.75,1599380040,27.18,1599344640,41.21,1599380700
75,banke,naubasta,28.230225,81.65270278,1599329700,Humid throughout the day.,rain,1599351360,1599396600,0.64,0.5242,2.372,1599340860,0.67,rain,31.79,1599378780,24.52,1599435660,41.43,1599378780,25.74,1599435240,25.66,0.87,1004.7,1.32,2.44,1599382500,69,0.13,11,1599373800,15.824,265.6,24.62,1599349680,31.79,1599378780,25.91,1599352080,41.43,1599378780
76,bardiya,rani jaruwa nursery,28.42588611,81.33803611,1599329700,Humid throughout the day.,rain,1599351420,1599396720,0.64,0.5778,2.3211,1599341220,0.67,rain,31.75,1599374700,24.42,1599435120,40.47,1599377040,25.57,1599435000,25.1,0.86,1004.9,1.42,2.54,1599382980,96,0.15,11,1599373020,16.093,265.6,24.41,1599348600,31.75,1599374700,25.61,1599348420,40.47,1599377040
77,darchula,dhaulatiya (dallekhdhar),29.78255194,80.82215806,1599329700,Clear throughout the day.,clear-day,1599351480,1599396900,0.64,0.1666,0.6074,1599383880,0.36,rain,22.08,1599373680,14.63,1599421740,23.55,1599375000,15.77,1599422280,17.2,1.0,1008.1,1.13,2.49,1599374460,58,0.23,11,1599372360,13.432,258.5,13.5,1599348960,22.08,1599373680,14.94,1599348840,23.55,1599375000
78,bardiya,kumalgaun,28.33735833,81.33784167,1599329700,Rain in the morning.,rain,1599351420,1599396720,0.64,0.7507,3.3459,1599341220,0.7,rain,31.13,1599374760,24.71,1599435060,38.94,1599375960,25.85,1599434880,24.72,0.85,1004.6,1.56,2.71,1599384120,88,0.19,11,1599373020,16.093,265.8,24.49,1599343860,31.13,1599374760,25.69,1599343920,38.94,1599375960
79,darchula,darchula new,29.666666999999997,80.55,1599330600,Humid throughout the day.,rain,1599351540,1599396960,0.64,0.2909,0.9421,1599330600,0.49,rain,29.79,1599376320,19.93,1599434460,40.54,1599386100,21.45,1599433980,23.6,0.98,1007.6,0.8,2.04,1599379860,176,0.16,11,1599372900,14.994,261.8,19.32,1599348240,29.79,1599376320,20.93,1599348060,40.54,1599386100
80,bardiya,rambhapur,28.307825,81.27586389,1599329700,Rain in the morning.,rain,1599351420,1599396720,0.64,0.8304,3.689,1599341880,0.71,rain,30.8,1599373560,24.84,1599436140,37.69,1599374040,25.97,1599436020,24.36,0.84,1004.5,1.7,2.95,1599384720,91,0.22,11,1599372960,16.093,265.9,24.63,1599343560,30.8,1599373560,25.82,1599349980,37.69,1599374040
81,darchula,gokuleshwar,29.84287806,80.53884806,1599330600,Humid throughout the day.,rain,1599351540,1599396960,0.64,0.2716,0.6563,1599387060,0.46,rain,27.31,1599375660,18.48,1599436620,34.81,1599375840,20.12,1599436440,21.88,1.0,1007.9,0.86,2.04,1599377400,189,0.23,11,1599372780,14.497,260.3,17.38,1599348840,27.31,1599375660,19.23,1599348960,34.81,1599375840
82,bardiya,manpur,28.36353889,81.41428333,1599329700,Humid throughout the day.,rain,1599351420,1599396660,0.64,0.6824,3.0585,1599340740,0.69,rain,31.36,1599375840,24.51,1599434880,40.49,1599378240,25.67,1599434700,25.31,0.87,1004.8,1.4,2.4,1599383100,85,0.17,11,1599373020,16.093,265.6,24.48,1599348120,31.36,1599375840,25.7,1599347880,40.49,1599378240
83,bhaktapur,nagarkot,27.645725,85.4615833,1599329700,Humid and partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.4341,1.0535,1599403740,0.48,rain,27.1,1599376140,17.63,1599436500,30.23,1599376320,18.53,1599436560,21.41,0.98,1006.8,0.77,2.06,1599382440,204,0.56,10,1599371940,14.167,261.2,17.48,1599349440,27.1,1599376140,18.49,1599349320,30.23,1599376320
84,dhading,dhading,28.05,84.82,1599329700,Humid throughout the day.,clear-day,1599350580,1599395880,0.64,0.2291,0.7537,1599384900,0.37,rain,30.88,1599379200,20.41,1599436260,37.51,1599385860,21.26,1599436140,22.57,0.86,1007.2,0.93,2.14,1599381960,347,0.45,11,1599372420,14.296,262.2,20.49,1599349560,30.88,1599379200,21.22,1599349500,37.51,1599385860
85,bhaktapur,changu narayan,27.67668056,85.42396944,1599329700,Humid and partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.4095,1.0139,1599403800,0.47,rain,27.73,1599375840,17.84,1599436620,31.02,1599376320,18.65,1599436620,21.74,0.96,1006.8,0.76,2.03,1599382800,213,0.52,10,1599372060,13.995,261.3,17.79,1599349860,27.73,1599375840,18.7,1599349920,31.02,1599376320
86,bhaktapur,bhaktapur,27.63333333,85.43333333,1599329700,Humid and partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.4285,1.0256,1599403680,0.48,rain,25.87,1599375120,17.24,1599436440,26.56,1599375420,18.25,1599436440,20.57,0.98,1006.7,0.78,2.08,1599381660,207,0.56,10,1599371820,14.407,261.2,17.35,1599349260,25.87,1599375120,18.48,1599349080,26.56,1599375420
87,dhading,majhimtar,27.72311667,85.1642,1599329700,Humid and partly cloudy throughout the day.,rain,1599350520,1599395760,0.64,0.3295,0.9254,1599384360,0.42,rain,29.92,1599373080,19.24,1599436380,33.78,1599373680,20.2,1599436380,22.85,0.91,1006.7,0.75,2.1,1599380880,264,0.45,10,1599372240,14.549,261.9,18.85,1599349620,29.92,1599373080,19.88,1599349560,33.78,1599373680
88,bhaktapur,sanga,27.71605833,85.42675556,1599329700,Humid and partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.3962,1.0152,1599403920,0.46,rain,27.16,1599376020,17.39,1599436380,29.39,1599376500,18.1,1599436440,20.76,0.94,1006.9,0.73,1.99,1599383400,219,0.5,10,1599372240,13.545,261.3,17.26,1599349500,27.16,1599376020,18.05,1599349440,29.39,1599376500
89,dhading,dhunibesi,27.912505600000003,84.8961333,1599329700,Humid throughout the day.,rain,1599350580,1599395820,0.64,0.27,0.9093,1599389520,0.4,rain,32.18,1599377400,20.95,1599436380,39.27,1599386520,21.84,1599436380,22.95,0.82,1006.9,0.82,2.14,1599381900,262,0.39,11,1599372540,15.039,262.8,20.81,1599349920,32.18,1599377400,21.55,1599349980,39.27,1599386520
90,dhading,pakhribas,27.802707399999996,84.8797782,1599329700,Humid throughout the day.,rain,1599350580,1599395820,0.64,0.3375,1.2822,1599392580,0.43,rain,33.56,1599377820,21.69,1599435900,41.81,1599386280,22.94,1599435720,23.89,0.84,1006.7,0.82,2.19,1599380100,245,0.37,10,1599372840,15.379,262.9,21.17,1599349200,33.56,1599377820,22.23,1599349200,41.81,1599386280
91,dhankuta,leguwa ghat,27.04633889,87.2925,1599329700,Possible light rain overnight and in the evening.,rain,1599350040,1599395220,0.64,0.3171,0.7315,1599382620,0.68,rain,24.26,1599375720,16.86,1599436200,24.9,1599376020,17.8,1599436320,19.66,0.99,1006.8,0.94,2.64,1599376560,193,0.84,9,1599371340,15.587,260.7,16.7,1599348840,24.26,1599375720,17.82,1599348840,24.9,1599376020
92,pyuthan,swargdwari,28.31149167,82.94999444,1599329700,Humid and partly cloudy throughout the day.,rain,1599351060,1599396300,0.64,0.3002,0.9927,1599384000,0.4,rain,23.97,1599376560,15.43,1599436140,25.18,1599377040,16.33,1599436020,19.06,1.0,1007.0,1.03,1.8,1599375900,99,0.38,11,1599371580,14.835,260.1,14.08,1599349080,23.97,1599376560,15.08,1599348900,25.18,1599377040
93,parsa,phopli,27.36333333,84.57861111,1599329700,Rain in the afternoon and evening.,rain,1599350700,1599395880,0.64,0.6887,2.8787,1599393840,0.72,rain,31.98,1599377100,23.47,1599436020,40.4,1599379020,24.64,1599435900,24.47,0.86,1005.1,1.57,3.41,1599381720,104,0.37,10,1599372840,16.093,265.1,24.28,1599349740,31.98,1599377100,25.44,1599349620,40.4,1599379020
94,rolpa,sulichour(sarichour),28.30602222,82.76488889,1599329700,Humid and partly cloudy throughout the day.,rain,1599351060,1599396360,0.64,0.3353,1.3592,1599384540,0.4,rain,27.28,1599375840,18.38,1599436020,32.75,1599378360,19.44,1599435780,21.96,0.99,1006.8,0.99,1.86,1599376320,152,0.37,10,1599371580,16.093,261.0,17.19,1599349560,27.28,1599375840,18.19,1599349440,32.75,1599378360
95,dhankuta,dhankuta,27.0500025,87.24444444,1599329700,Possible light rain overnight and in the evening.,rain,1599350040,1599395220,0.64,0.3168,0.7279,1599382620,0.69,rain,24.68,1599375480,17.74,1599436680,25.37,1599375720,18.71,1599436740,20.29,0.99,1006.7,0.97,2.76,1599376560,194,0.83,10,1599371280,15.865,260.8,17.74,1599349200,24.68,1599375480,18.87,1599349200,25.37,1599375720
96,rolpa,rulbang (juwang),28.3061972,82.63231390000001,1599329700,Humid and partly cloudy throughout the day.,rain,1599351120,1599396420,0.64,0.3045,1.2433,1599384300,0.39,rain,26.88,1599374640,17.53,1599436080,29.92,1599374880,18.46,1599435960,21.57,0.99,1006.6,1.01,2.09,1599380940,163,0.31,11,1599371820,16.093,261.4,16.52,1599349680,26.88,1599374640,17.38,1599349680,29.92,1599374880
97,pyuthan,manthali,28.1035587,82.8520192,1599329700,Humid and partly cloudy throughout the day.,rain,1599351060,1599396360,0.64,0.2946,1.1429,1599384840,0.41,rain,29.63,1599375720,19.31,1599435660,37.96,1599386100,20.07,1599435600,23.59,0.97,1006.3,1.0,2.05,1599378060,81,0.29,10,1599371760,15.586,262.4,18.1,1599349140,29.63,1599375720,19.05,1599349080,37.96,1599386100
98,rolpa,danman,28.4229,82.36280556,1599329700,Clear throughout the day.,rain,1599351180,1599396480,0.64,0.39,1.4821,1599385020,0.42,rain,22.49,1599373800,15.2,1599436560,23.19,1599374580,16.17,1599436560,18.06,1.0,1006.6,0.9,2.19,1599381420,179,0.22,11,1599372120,16.093,262.0,14.96,1599350100,22.49,1599373800,15.95,1599350100,23.19,1599374580
99,ramechhap,timure,27.31666667,86.08333333,1599329700,Humid and partly cloudy throughout the day.,rain,1599350340,1599395520,0.64,0.3404,0.9294,1599383100,0.56,rain,26.29,1599375000,19.65,1599436500,28.58,1599375240,21.06,1599421920,22.16,1.0,1006.5,0.9,2.29,1599373860,198,0.71,9,1599372480,14.103,261.1,19.68,1599349800,26.29,1599375000,21.13,1599349620,28.58,1599375240
100,rasuwa,dhunche,28.15,85.26666667,1599321600,Partly cloudy throughout the day.,partly-cloudy-day,1599350460,1599395760,0.63,0.0849,0.335,1599383880,0.27,rain,18.09,1599377880,10.28,1599435120,19.64,1599379620,12.02,1599434580,13.55,1.0,1007.3,1.1,2.86,1599373740,189,0.6,11,1599371940,13.53,257.7,9.33,1599348120,18.09,1599377880,10.66,1599348060,19.64,1599379620
101,rasuwa,gatlang,28.253325,85.366225,1599321600,Foggy in the afternoon.,fog,1599350460,1599395760,0.63,0.0304,0.1195,1599382620,0.2,rain,16.31,1599375540,9.1,1599436500,19.03,1599375840,11.37,1599435240,11.46,1.0,1008.0,1.13,3.21,1599373260,9,0.66,11,1599371520,13.75,255.0,7.76,1599348120,16.31,1599375540,9.83,1599348000,19.03,1599375840
102,dhankuta,muga,27.15338889,87.28919444,1599329700,Possible light rain in the evening.,rain,1599350040,1599395220,0.64,0.3473,0.7888,1599382860,0.65,rain,29.63,1599376140,21.19,1599436260,37.28,1599384600,22.4,1599436140,24.23,0.97,1006.8,0.9,2.55,1599377340,193,0.84,9,1599371760,15.075,260.7,20.0,1599349800,29.63,1599376140,21.21,1599349740,37.28,1599384600
103,dhankuta,mul ghat,26.98321944,87.34595556,1599329700,Possible light rain overnight.,rain,1599350040,1599395220,0.64,0.3175,0.7316,1599382740,0.7,rain,25.96,1599374880,19.17,1599436440,27.29,1599375420,20.3,1599436500,21.43,1.0,1006.6,0.98,2.53,1599376260,178,0.87,8,1599371280,15.166,260.7,19.16,1599349680,25.96,1599374880,20.42,1599349560,27.29,1599375420
104,rasuwa,paigutang,28.18352222,85.30183889,1599321600,Mostly cloudy throughout the day.,partly-cloudy-day,1599350460,1599395760,0.63,0.0649,0.2547,1599383700,0.25,rain,19.87,1599375900,11.84,1599435480,21.65,1599376140,13.52,1599434280,14.82,1.0,1007.6,1.11,3.01,1599373500,200,0.62,10,1599371760,13.512,256.8,10.7,1599348060,19.87,1599375900,12.08,1599347880,21.65,1599376140
105,dhading,gajuri,27.8053359,84.7055012,1599329700,Humid throughout the day.,rain,1599350640,1599395880,0.64,0.4604,1.9719,1599393420,0.51,rain,34.11,1599379320,21.98,1599435420,42.13,1599386100,23.17,1599435300,23.36,0.8,1006.5,0.88,2.23,1599376920,174,0.35,11,1599373560,15.48,263.6,21.62,1599349080,34.11,1599379320,22.48,1599349080,42.13,1599386100
106,parsa,seulibang,27.0230973,84.8781879,1599329700,Possible light rain overnight and in the evening.,rain,1599350640,1599395820,0.64,0.2149,0.7543,1599337680,0.69,rain,31.8,1599379620,24.17,1599434220,40.06,1599379260,25.4,1599434220,25.02,0.83,1004.5,2.31,3.7,1599387120,98,0.54,8,1599373140,16.058,265.2,25.54,1599416100,31.8,1599379620,27.38,1599416100,40.06,1599379260
107,parsa,thori,28.12732222,83.63470833,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350880,1599396120,0.64,0.3074,0.8928,1599386400,0.43,rain,31.18,1599380880,18.97,1599436380,38.73,1599385560,19.56,1599436440,22.31,0.89,1007.1,0.92,1.66,1599345240,19,0.63,8,1599373980,14.935,262.5,18.76,1599349020,31.18,1599380880,19.64,1599349140,38.73,1599385560
108,rolpa,ramoli bairiya,28.233333000000002,82.483333,1599329700,Humid and partly cloudy throughout the day.,rain,1599351180,1599396420,0.64,0.2422,1.0225,1599383520,0.38,rain,24.53,1599374880,17.16,1599436080,25.35,1599375000,18.25,1599436020,19.94,1.0,1006.3,1.09,2.66,1599382620,153,0.23,10,1599372120,16.093,262.1,16.94,1599349320,24.53,1599374880,18.04,1599349260,25.35,1599375000
109,bhojpur,dingla,27.1944798,87.04862659999999,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350100,1599395280,0.64,0.4014,0.9998,1599391440,0.61,rain,23.48,1599377760,16.2,1599436620,24.61,1599377940,17.58,1599436440,19.0,1.0,1007.0,0.8,2.36,1599375120,199,0.9,8,1599371700,14.319,259.7,16.19,1599349020,23.48,1599377760,17.76,1599348780,24.61,1599377940
110,routahat,gaur,28.24721944,82.72918611,1599329700,Humid and partly cloudy throughout the day.,rain,1599351120,1599396360,0.64,0.3365,1.3898,1599384540,0.41,rain,27.73,1599375600,18.95,1599436260,33.29,1599378480,19.99,1599436200,22.59,0.99,1006.6,1.0,1.94,1599379680,151,0.37,10,1599371520,16.059,261.7,17.74,1599349800,27.73,1599375600,18.73,1599349800,33.29,1599378480
111,pyuthan,hanspur,28.185961100000004,82.8746222,1599329700,Humid and partly cloudy throughout the day.,rain,1599351060,1599396360,0.64,0.3128,1.1392,1599384540,0.41,rain,25.83,1599377640,17.18,1599435960,26.76,1599378180,18.0,1599435900,20.53,1.0,1006.7,1.01,1.93,1599377820,100,0.34,10,1599371640,15.772,261.7,16.14,1599348900,25.83,1599377640,17.09,1599348840,26.76,1599378180
112,chitawan,jhuwani,27.654025,84.3507944,1599329700,Rain in the evening.,rain,1599350700,1599395940,0.64,0.7176,2.7697,1599395700,0.69,rain,35.05,1599376860,23.55,1599435420,43.96,1599386280,24.9,1599435300,24.16,0.78,1005.7,1.19,2.77,1599382080,94,0.31,10,1599373320,15.855,264.8,23.38,1599349620,35.05,1599376860,24.38,1599349620,43.96,1599386280
113,chitawan,bharatpur,27.5909,84.5223,1599329700,Rain in the afternoon and evening.,rain,1599350700,1599395940,0.64,1.0647,4.902,1599394260,0.72,rain,34.43,1599376080,23.64,1599435060,46.14,1599385440,24.98,1599434760,24.94,0.83,1005.6,1.1,2.83,1599380280,114,0.33,10,1599373620,15.308,264.8,23.77,1599349380,34.43,1599376080,24.85,1599349320,46.14,1599385440
114,routahat,rukumkot,27.01584722,85.38070833,1599329700,Possible light rain overnight and in the evening.,rain,1599350520,1599395700,0.64,0.1021,0.2479,1599394200,0.62,rain,30.75,1599381300,24.33,1599435060,37.67,1599381000,25.54,1599435180,25.0,0.84,1004.9,2.32,4.13,1599392280,100,0.56,9,1599372780,15.336,264.7,25.66,1599416100,30.75,1599381300,27.62,1599416100,37.67,1599381000
115,achham,asara ghat,28.95029444,81.44431944,1599329700,Humid throughout the day.,rain,1599351360,1599396720,0.64,0.205,0.5834,1599329700,0.44,rain,31.17,1599374520,20.65,1599436440,37.65,1599389520,21.72,1599436380,22.97,0.89,1006.6,1.1,2.38,1599381600,172,0.19,11,1599372360,15.399,263.0,19.3,1599350040,31.17,1599374520,20.0,1599350160,37.65,1599389520
116,rukum,chaurjhari tar,28.61280306,82.62066389,1599329700,Humid and partly cloudy throughout the day.,partly-cloudy-day,1599351120,1599396420,0.64,0.26,1.0304,1599385260,0.37,rain,26.24,1599375240,16.05,1599436380,28.47,1599375300,17.1,1599436260,19.85,1.0,1007.2,1.07,2.17,1599373620,166,0.33,11,1599372000,16.089,259.1,14.71,1599349020,26.24,1599375240,15.65,1599349020,28.47,1599375300
117,achham,mangalsen,29.13611389,81.25009167,1599329700,Humid throughout the day.,rain,1599351420,1599396780,0.64,0.1882,0.7916,1599329700,0.44,rain,28.7,1599376140,18.58,1599438060,31.38,1599377220,19.44,1599438000,20.97,0.92,1006.9,1.02,2.3,1599381180,129,0.21,11,1599372240,16.008,263.0,17.22,1599349800,28.7,1599376140,17.95,1599349860,31.38,1599377220
118,routahat,shera gaun,26.7671,85.3130333,1599329700,Possible light rain overnight.,rain,1599350520,1599395700,0.64,0.142,0.4651,1599369240,0.6,rain,31.23,1599385200,24.29,1599436320,37.94,1599385680,25.46,1599436260,24.78,0.81,1004.4,2.54,3.99,1599383700,95,0.73,8,1599372420,16.093,264.8,25.84,1599346800,31.23,1599385200,28.4,1599346740,37.94,1599385680
119,rukum,musikot(rukumkot),28.5782581,82.81537309999999,1599329700,Humid and partly cloudy throughout the day.,rain,1599351060,1599396360,0.64,0.2518,1.0552,1599384360,0.38,rain,22.98,1599375420,13.08,1599436260,24.56,1599376800,14.43,1599435960,16.91,1.0,1007.3,1.09,2.11,1599373380,108,0.36,12,1599371880,15.214,257.8,11.73,1599348480,22.98,1599375420,12.86,1599348420,24.56,1599376800
120,achham,basti,29.03098333,81.17113333,1599329700,Humid throughout the day.,rain,1599351420,1599396780,0.64,0.201,0.9804,1599329700,0.46,rain,32.14,1599375660,21.44,1599438720,45.13,1599389220,22.85,1599438600,24.38,0.93,1006.7,0.93,2.22,1599381660,127,0.19,11,1599372240,16.093,263.5,19.41,1599349980,32.14,1599375660,20.53,1599350040,45.13,1599389220
121,achham,sugali,29.17980694,81.37293889,1599329700,Humid throughout the day.,rain,1599351360,1599396720,0.64,0.1824,0.5961,1599390840,0.41,rain,26.94,1599376080,16.82,1599436740,28.56,1599376680,17.54,1599436560,19.37,0.94,1007.2,1.18,2.45,1599377340,110,0.27,11,1599372180,15.692,261.8,15.45,1599348780,26.94,1599376080,16.04,1599348900,28.56,1599376680
122,argakhachi,rangsing,27.80330278,82.78400833,1599329700,Humid throughout the day.,rain,1599351120,1599396360,0.64,0.2749,0.6863,1599389760,0.61,rain,32.32,1599381480,22.66,1599436020,39.62,1599385020,23.59,1599436140,23.89,0.83,1005.0,1.18,3.06,1599381480,25,0.16,11,1599372240,16.058,264.6,22.27,1599349140,32.32,1599381480,23.34,1599349080,39.62,1599385020
123,rupandehi,suraypura,27.47026389,83.27616389,1599329700,Possible light rain overnight.,rain,1599351000,1599396180,0.64,0.1403,0.7822,1599415320,0.62,rain,33.64,1599382200,23.84,1599434460,40.41,1599384540,25.0,1599434640,23.81,0.76,1004.4,1.63,3.68,1599382800,52,0.38,11,1599372120,16.093,265.4,24.75,1599346860,33.64,1599382200,25.83,1599346980,40.41,1599384540
124,rupandehi,bhairahawa airport,28.65843,82.23406,1599329700,Humid throughout the day.,rain,1599351180,1599396480,0.64,0.3982,1.5454,1599391560,0.43,rain,27.68,1599376440,19.05,1599437280,32.9,1599378420,20.0,1599437520,22.65,0.99,1007.0,0.84,1.9,1599380700,210,0.25,11,1599372600,15.575,262.0,17.86,1599350760,27.68,1599376440,18.8,1599350820,32.9,1599378420
125,baglung,baglung,28.26363611,83.60032222,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350880,1599396180,0.64,0.2946,0.8462,1599385860,0.39,rain,28.49,1599381060,17.92,1599436080,34.73,1599384660,18.54,1599435960,21.48,0.98,1007.6,0.99,1.88,1599345600,344,0.64,8,1599373800,14.262,261.5,17.09,1599348240,28.49,1599381060,17.97,1599348300,34.73,1599384660
126,rupandehi,lumbini,27.48333333,83.43333333,1599329700,Humid and partly cloudy throughout the day.,rain,1599350940,1599396180,0.64,0.1717,0.5383,1599416040,0.68,rain,33.17,1599380700,23.78,1599433740,39.3,1599384360,24.95,1599433920,23.76,0.77,1004.5,1.48,3.36,1599382380,83,0.44,10,1599372000,16.014,265.4,24.75,1599346860,33.17,1599380700,25.84,1599346920,39.3,1599384360
127,argakhachi,sidhara,27.7945,82.82838333,1599329700,Humid throughout the day.,rain,1599351060,1599396300,0.64,0.2913,0.6839,1599389340,0.62,rain,31.29,1599381180,22.45,1599434700,37.49,1599385080,23.37,1599434760,23.37,0.84,1005.0,1.2,3.02,1599381360,24,0.17,11,1599372240,16.093,264.5,22.2,1599348600,31.29,1599381180,23.27,1599348480,37.49,1599385080
128,rukum,kotjhari,28.653993100000005,82.2103069,1599329700,Humid throughout the day.,rain,1599351180,1599396480,0.64,0.4057,1.5785,1599391260,0.43,rain,28.92,1599378060,20.25,1599435300,39.12,1599385620,21.47,1599435060,23.71,0.99,1007.0,0.83,1.94,1599380700,203,0.24,11,1599372540,15.625,262.1,19.41,1599350280,28.92,1599378060,20.65,1599350280,39.12,1599385620
129,sallyan,pakhapani,28.528895000000002,82.28757889,1599329700,Humid throughout the day.,rain,1599351180,1599396480,0.64,0.4839,1.7906,1599386580,0.45,rain,27.16,1599372960,18.2,1599436020,31.17,1599372900,19.22,1599435840,22.07,0.99,1006.8,0.8,2.04,1599381840,195,0.21,11,1599372300,15.798,262.2,17.45,1599350580,27.16,1599372960,18.47,1599350640,31.17,1599372900
130,arghakhanchi,sandhikharka,27.96402222,83.12056944,1599329700,Humid and partly cloudy throughout the day.,rain,1599351000,1599396240,0.64,0.2768,0.8956,1599384840,0.45,rain,28.38,1599376980,18.72,1599435720,31.74,1599378240,19.28,1599435780,21.36,0.93,1006.2,1.08,1.96,1599380700,49,0.28,11,1599372180,15.86,262.9,18.01,1599348900,28.38,1599376980,18.82,1599348720,31.74,1599378240
131,rupandehi,paklihawa,27.506819399999998,83.42044720000001,1599329700,Humid and partly cloudy throughout the day.,rain,1599350940,1599396180,0.64,0.161,0.5843,1599415800,0.67,rain,33.26,1599380760,23.81,1599433920,39.59,1599384720,24.97,1599434160,23.79,0.77,1004.5,1.49,3.32,1599382320,76,0.44,10,1599372060,16.053,265.4,24.68,1599346860,33.26,1599380760,25.76,1599346980,39.59,1599384720
132,rukum,butwal,28.618440000000003,82.46220194,1599329700,Humid and partly cloudy throughout the day.,rain,1599351120,1599396420,0.64,0.2838,1.0376,1599386940,0.39,rain,27.01,1599374100,18.01,1599436500,30.92,1599375420,18.99,1599436500,21.47,0.99,1007.1,1.01,2.05,1599374400,216,0.28,11,1599372180,16.093,260.4,16.43,1599349620,27.01,1599374100,17.31,1599349680,30.92,1599375420
133,baglung,dhorpatan,28.48333333,83.08333333,1599329700,Foggy in the morning and afternoon.,fog,1599351000,1599396300,0.64,0.212,0.7923,1599383400,0.35,rain,17.35,1599374940,9.48,1599436020,19.37,1599377640,9.39,1599435480,12.35,1.0,1007.6,1.29,1.93,1599372660,29,0.41,11,1599371820,12.883,257.5,8.47,1599347940,17.35,1599374940,8.14,1599348060,19.37,1599377640
134,baglung,rangkhani,28.14408889,83.55824444,1599329700,Mostly cloudy throughout the day.,rain,1599350880,1599396180,0.64,0.2967,0.8586,1599385560,0.41,rain,25.29,1599379680,16.15,1599435780,25.66,1599379800,16.42,1599435780,18.39,0.94,1007.0,0.94,1.74,1599345360,344,0.61,9,1599373140,15.245,262.1,15.44,1599334380,25.29,1599379680,16.16,1599334860,25.66,1599379800
