,district,formal_name,lat,long,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
0,sankhuwasabha,chainpur (east),28.29675889,82.25800611,1599329700,Humid throughout the day.,rain,1599351180,1599396480,0.64,0.3128,1.2701,1599383640,0.42,rain,27.81,1599372600,19.58,1599436140,33.91,1599373500,20.71,1599435840,23.7,1.0,1006.2,1.05,2.55,1599381240,162,0.19,10,1599372120,16.093,262.9,19.83,1599349920,27.81,1599372600,21.09,1599349740,33.91,1599373500
1,sindhupalchok,sarmathang,27.982364500000003,85.6495195,1599329700,Foggy starting in the morning.,fog,1599350400,1599395640,0.64,0.1139,0.3496,1599384540,0.33,rain,21.66,1599376740,13.84,1599421620,23.79,1599377940,15.44,1599422100,16.59,1.0,1007.4,1.25,2.43,1599374280,356,0.65,10,1599371100,10.864,257.3,12.34,1599348180,21.66,1599376740,13.83,1599348000,23.79,1599377940
2,sankhuwasabha,chepuwa,27.292096899999997,87.31696579999999,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350040,1599395220,0.64,0.3642,0.8167,1599383160,0.61,rain,26.69,1599375780,18.11,1599436560,29.01,1599375840,19.09,1599436560,21.28,0.98,1007.2,0.84,2.33,1599391080,198,0.86,8,1599372360,13.713,260.2,17.47,1599349920,26.69,1599375780,18.5,1599349860,29.01,1599375840
3,sankhuwasabha,tumlingtar,27.25,87.25,1599329700,Possible light rain in the evening.,rain,1599350040,1599395220,0.64,0.3848,0.8499,1599383160,0.62,rain,26.5,1599375360,18.38,1599420240,28.29,1599375120,19.24,1599420240,20.89,0.97,1006.8,0.91,2.96,1599391560,189,0.82,10,1599372000,14.314,261.0,17.99,1599349680,26.5,1599375360,18.94,1599349680,28.29,1599375120
4,sindhupalchok,chautara,27.85531,85.8596519,1599329700,Humid throughout the day.,rain,1599350340,1599395580,0.64,0.2123,0.576,1599396180,0.39,rain,22.95,1599376380,14.58,1599437160,24.26,1599378180,15.93,1599436800,18.08,1.0,1007.2,1.01,1.83,1599375780,351,0.65,10,1599371220,12.478,258.1,12.92,1599349680,22.95,1599376380,14.15,1599349620,24.26,1599378180
5,saptari,phatepur,27.30127778,87.20433333,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350040,1599395280,0.64,0.3693,0.8374,1599383640,0.6,rain,29.23,1599376380,20.86,1599435900,36.37,1599377040,22.24,1599435480,23.74,0.98,1007.0,0.88,2.43,1599391020,194,0.84,8,1599372180,14.285,260.4,20.01,1599349620,29.23,1599376380,21.47,1599349560,36.37,1599377040
6,sankhuwasabha,khadbari,27.75331194,87.41234,1599329700,Foggy starting in the morning.,rain,1599349980,1599395220,0.64,0.2052,0.4924,1599382920,0.44,rain,14.5,1599372000,8.54,1599415140,17.57,1599372900,10.87,1599419760,10.65,1.0,1008.5,1.23,3.18,1599376440,58,0.96,6,1599371820,6.12,254.0,8.54,1599415140,14.5,1599372000,10.97,1599416100,17.57,1599372900
7,solukhumbu,salleri,27.81666667,86.71666667,1599329700,Foggy in the morning and afternoon.,fog,1599350160,1599395400,0.64,0.0434,0.1517,1599383700,0.32,rain,9.5,1599375840,2.64,1599437700,8.39,1599375600,2.91,1599437700,5.44,1.0,1008.1,1.39,2.7,1599381180,322,0.94,7,1599372660,7.705,251.2,2.26,1599349800,9.5,1599375840,2.53,1599349800,9.67,1599401580
8,lamjung,besishahar,28.25596667,84.47929722,1599321600,Humid throughout the day.,fog,1599350640,1599395940,0.63,0.1749,0.59,1599384420,0.37,rain,25.04,1599382800,17.39,1599436740,26.47,1599382860,18.46,1599436380,20.12,1.0,1007.6,1.27,1.78,1599381960,0,0.46,10,1599371280,11.323,261.1,16.27,1599349140,25.04,1599382800,17.5,1599348780,26.47,1599382860
9,mahottari,jalesore,26.88333333,85.78333333,1599329700,Humid and partly cloudy throughout the day.,rain,1599350400,1599395580,0.64,0.1202,0.2835,1599372060,0.6,rain,30.98,1599379680,24.24,1599434940,38.38,1599385680,25.43,1599434940,24.9,0.83,1005.0,2.37,3.8,1599416100,109,0.71,10,1599371880,16.093,264.2,25.8,1599346860,30.98,1599379680,27.92,1599416100,38.38,1599385680
10,siraha,lahan,27.68336667,85.70658333,1599329700,Humid and partly cloudy throughout the day.,rain,1599350400,1599395640,0.64,0.3775,1.0317,1599400500,0.48,rain,28.95,1599376320,18.08,1599436740,33.4,1599378900,18.94,1599436740,21.82,0.95,1007.0,0.75,1.87,1599381900,154,0.57,10,1599372780,14.403,261.0,16.65,1599349980,28.95,1599376320,17.36,1599349980,33.4,1599378900
11,sarlahi,malangwa,27.09985278,85.65964167,1599329700,Possible light rain in the evening.,rain,1599350400,1599395640,0.64,0.1791,0.459,1599392640,0.63,rain,31.32,1599379320,23.91,1599435480,40.35,1599379980,25.17,1599435360,25.59,0.87,1005.4,1.77,3.29,1599377100,115,0.63,10,1599372360,15.761,263.8,25.32,1599347460,31.32,1599379320,26.63,1599347040,40.35,1599379980
12,siraha,namche bazar,26.73284194,86.477195,1599329700,Possible light rain overnight.,rain,1599350220,1599395400,0.64,0.1352,0.4172,1599329700,0.78,rain,30.27,1599379080,23.8,1599435900,36.44,1599377340,24.92,1599435900,24.7,0.85,1005.2,2.29,6.14,1599416100,117,0.84,8,1599373260,16.093,263.8,25.01,1599350280,30.27,1599379080,26.27,1599351900,36.44,1599377340
13,lamiung,khudi bazar,28.12677778,84.34494167,1599329700,Humid and partly cloudy throughout the day.,rain,1599350700,1599396000,0.64,0.2273,0.6782,1599390420,0.4,rain,29.6,1599380280,18.73,1599436620,32.64,1599381720,19.36,1599436560,20.67,0.83,1007.2,1.26,2.16,1599382560,344,0.4,11,1599372120,13.882,263.1,18.59,1599350100,29.6,1599380280,19.17,1599350040,32.64,1599381720
14,makwanpur,hetanuda(ind. dist),27.619,85.1496,1599329700,Humid and partly cloudy throughout the day.,rain,1599350520,1599395760,0.64,0.3728,0.9449,1599391080,0.47,rain,24.95,1599373140,17.4,1599436260,25.38,1599373860,18.54,1599435960,20.05,0.97,1006.5,0.8,2.24,1599380460,219,0.48,10,1599371880,15.836,262.1,17.81,1599347820,24.95,1599373140,19.07,1599347520,25.38,1599373860
15,solukhumbu,chialsa,27.8333333,86.7666667,1599329700,Foggy in the morning and afternoon.,fog,1599350160,1599395400,0.64,0.0373,0.1493,1599383280,0.3,rain,8.48,1599376260,2.1,1599436740,7.29,1599375900,2.37,1599436740,4.57,1.0,1008.1,1.35,2.72,1599381120,320,0.94,7,1599371880,7.575,250.9,1.63,1599349860,8.48,1599376260,1.9,1599349860,7.29,1599375900
16,siraha,chaurikhark,26.6561208,86.2116578,1599329700,Possible light rain overnight.,rain,1599350340,1599395460,0.64,0.1367,0.614,1599329700,0.71,rain,30.11,1599386220,24.22,1599435300,36.3,1599386100,25.37,1599435120,24.54,0.83,1004.8,2.67,7.33,1599416100,109,0.75,10,1599372120,16.093,264.3,25.25,1599346980,30.11,1599386220,26.54,1599346920,36.3,1599386100
17,lalitpur,khokana,27.65,85.38333333,1599329700,Humid and partly cloudy throughout the day.,rain,1599350460,1599395700,0.64,0.4047,0.9743,1599403680,0.47,rain,27.37,1599375660,17.98,1599436560,30.74,1599376740,18.9,1599436560,21.99,0.97,1006.7,0.79,2.08,1599381540,216,0.53,10,1599371880,14.423,261.3,18.21,1599349680,27.37,1599375660,19.25,1599349620,30.74,1599376740
18,sarlahi,karmaiya,26.92800556,85.44511389,1599329700,Possible light rain overnight.,rain,1599350460,1599395640,0.64,0.0918,0.1512,1599371160,0.59,rain,30.6,1599380100,24.19,1599435240,37.2,1599379260,25.37,1599435300,24.79,0.83,1004.8,2.43,4.44,1599392640,101,0.62,9,1599372540,15.806,264.7,25.64,1599416100,30.6,1599380100,27.56,1599416100,37.2,1599379260
19,sindhupalchok,bahunipati,27.94456111,85.59513611,1599329700,Foggy starting in the morning.,fog,1599350400,1599395640,0.64,0.1623,0.4489,1599385080,0.35,rain,20.6,1599378360,12.52,1599436140,22.36,1599379440,13.71,1599435300,15.37,1.0,1007.2,1.11,2.29,1599375660,352,0.62,10,1599371460,11.231,258.2,10.85,1599348120,20.6,1599378360,12.25,1599348000,22.36,1599379440
20,mugu,mangri,29.540125,82.081825,1599329700,Clear throughout the day.,clear-day,1599351180,1599396600,0.64,0.1344,0.4813,1599386940,0.29,rain,18.35,1599376740,6.94,1599436020,19.01,1599378120,7.56,1599435480,10.83,1.0,1009.3,1.19,3.0,1599382680,63,0.1,13,1599373500,14.784,257.2,4.91,1599347580,18.35,1599376740,5.66,1599347220,19.01,1599378120
21,solukhumbu,khumjung,27.696530600000003,86.7167,1599329700,Foggy starting in the morning.,fog,1599350160,1599395400,0.64,0.0875,0.2688,1599384600,0.37,rain,13.9,1599374640,7.98,1599415620,16.88,1599375480,9.98,1599434340,10.16,1.0,1007.8,1.43,2.54,1599381420,331,0.95,7,1599372960,7.67,253.1,7.54,1599348060,13.9,1599374640,8.07,1599354660,16.88,1599375480
22,sindhupalchok,thokarpa,27.99931778,85.55444389,1599329700,Foggy starting in the morning.,fog,1599350400,1599395700,0.64,0.1045,0.3618,1599384120,0.33,rain,20.53,1599380160,12.67,1599422100,23.15,1599381720,14.63,1599435900,15.38,1.0,1007.2,1.18,2.55,1599374100,344,0.65,10,1599371280,10.698,257.6,10.96,1599348300,20.53,1599380160,12.76,1599348240,23.15,1599381720
23,makwanpur,manang bhot,27.635081899999996,84.7416103,1599329700,Rain in the evening.,rain,1599350640,1599395880,0.64,0.6579,3.0028,1599393300,0.63,rain,30.38,1599374820,21.47,1599435360,34.45,1599378660,22.71,1599434820,22.68,0.87,1006.1,0.98,2.51,1599380040,131,0.4,10,1599373200,15.781,263.9,21.87,1599349140,30.38,1599374820,22.92,1599349140,34.45,1599378660
24,mahottari,chisapani gadhi,26.65224722,85.807275,1599329700,Possible light rain overnight.,rain,1599350400,1599395580,0.64,0.0893,0.2454,1599329700,0.57,rain,31.01,1599385740,24.28,1599435240,37.34,1599385980,25.43,1599435180,24.58,0.81,1004.6,2.72,5.71,1599416100,102,0.77,10,1599371700,16.093,264.5,25.72,1599346860,31.01,1599385740,28.06,1599346860,37.34,1599385980
25,saptari,rajbiraj,27.39106194,87.20438389,1599329700,Humid and mostly cloudy throughout the day.,rain,1599350040,1599395280,0.64,0.3346,0.7742,1599383340,0.6,rain,26.3,1599376380,18.06,1599436800,28.21,1599376560,19.02,1599436680,21.52,0.99,1007.3,0.87,1.94,1599375840,346,0.85,8,1599373020,13.868,259.9,17.27,1599350040,26.3,1599376380,18.34,1599349980,28.21,1599376560
26,morang,biratnagar,29.2160678,83.983333,1599321600,Clear throughout the day.,clear-day,1599350760,1599396120,0.63,0.0021,0.0093,1599382980,0.07,rain,17.12,1599379440,0.46,1599435480,16.84,1599379440,0.73,1599435480,6.84,0.95,1008.8,2.34,7.11,1599386580,193,0.21,12,1599374400,16.093,252.9,0.56,1599348240,17.12,1599379440,0.83,1599348240,16.84,1599379440
27,manang,goga,28.63989694,84.08811583,1599329700,Partly cloudy throughout the day.,partly-cloudy-day,1599350760,1599396060,0.64,0.018,0.0619,1599386580,0.18,rain,9.99,1599375300,3.95,1599421260,9.67,1599360780,4.04,1599416460,5.89,1.0,1009.1,1.38,2.75,1599378780,18,0.53,10,1599372300,13.879,253.4,2.44,1599348180,9.99,1599375300,2.56,1599348120,10.12,1599401520
28,sindhuli,nepalthok,27.2182917,85.92335329999999,1599329700,Humid and partly cloudy throughout the day.,rain,1599350340,1599395580,0.64,0.2751,0.8013,1599383100,0.61,rain,29.86,1599375780,22.29,1599436500,39.15,1599377220,23.73,1599436380,25.62,0.98,1006.2,1.14,2.75,1599374040,149,0.64,9,1599372300,14.294,262.4,22.8,1599349920,29.86,1599375780,24.17,1599349860,39.15,1599377220
29,lamjung,faleni,28.30964722,84.26600278,1599329700,Foggy in the afternoon and evening.,fog,1599350700,1599396000,0.64,0.1321,0.4607,1599387060,0.33,rain,22.46,1599378960,14.98,1599437520,23.48,1599379260,15.77,1599436920,18.04,1.0,1007.9,1.94,2.24,1599349200,350,0.45,11,1599371760,13.979,260.7,14.05,1599349620,22.46,1599378960,14.82,1599349380,23.48,1599379260
30,dailekh,nayabasti (dang),28.78022222,81.82144444,1599329700,Humid throughout the day.,rain,1599351300,1599396600,0.64,0.4035,1.5957,1599385140,0.41,rain,27.44,1599372000,19.54,1599437040,34.32,1599374520,20.89,1599436680,22.9,1.0,1006.9,0.91,2.11,1599375600,144,0.2,11,1599372180,14.152,261.5,18.71,1599350040,27.44,1599372000,19.87,1599350040,34.32,1599374520
31,chitwan,meghauli,27.67303333,84.42227222,1599329700,Rain in the evening.,rain,1599350700,1599395940,0.64,0.8179,3.3891,1599394800,0.69,rain,34.86,1599376320,23.44,1599435660,44.33,1599385920,24.81,1599435600,24.27,0.8,1005.7,1.12,2.47,1599380580,105,0.3,10,1599373620,15.584,264.7,23.23,1599349320,34.86,1599376320,24.22,1599349260,44.33,1599385920
32,dailekh,katti,28.92202778,81.62608333,1599329700,Humid throughout the day.,rain,1599351360,1599396660,0.64,0.2464,0.8029,1599384480,0.4,rain,28.17,1599372780,18.42,1599436500,31.78,1599373920,19.47,1599436440,21.63,0.95,1006.8,1.12,2.24,1599376020,183,0.22,11,1599372300,14.379,261.7,17.62,1599349440,28.17,1599372780,18.31,1599349560,31.78,1599373920
33,sindhupalchok,bahrabise,27.79236667,85.57266111,1599329700,Humid and partly cloudy throughout the day.,rain,1599350400,1599395640,0.64,0.339,0.9038,1599403320,0.44,rain,29.52,1599376380,19.21,1599436140,35.06,1599378660,20.21,1599436020,22.44,0.95,1007.2,0.77,1.91,1599382140,8,0.53,10,1599372300,12.654,260.6,18.17,1599349140,29.52,1599376380,19.19,1599349080,35.06,1599378660
34,baltadi,satbanjh,29.4973,80.49741194,1599329700,Humid throughout the day.,rain,1599351600,1599396960,0.64,0.2943,1.5904,1599329700,0.48,rain,25.12,1599378840,15.8,1599436620,25.72,1599379140,17.0,1599436140,18.77,0.99,1006.9,0.83,2.54,1599385260,123,0.13,12,1599372600,15.508,262.4,15.38,1599349680,25.12,1599378840,16.57,1599349320,25.72,1599379140
35,bajhang,chainpur bajhang aws climate,29.545890000000004,81.20114000000001,1599329700,Humid throughout the day.,clear-day,1599351420,1599396780,0.64,0.1993,0.6943,1599385320,0.31,rain,25.29,1599375600,15.51,1599436260,26.12,1599375840,16.08,1599436080,19.31,1.0,1008.0,1.16,2.45,1599376380,43,0.21,11,1599373020,14.059,259.5,15.12,1599348480,25.29,1599375600,15.95,1599348420,26.12,1599375840
36,saptari,pattharkot(east),26.540705,86.742525,1599329700,Possible light rain starting in the morning.,rain,1599350160,1599395340,0.64,0.2757,1.3327,1599329700,0.86,rain,30.93,1599380820,23.66,1599436140,37.05,1599385140,24.76,1599436140,24.42,0.85,1005.0,2.71,7.98,1599416100,103,0.89,7,1599373980,15.744,263.7,24.87,1599416100,30.93,1599380820,26.0,1599416100,37.05,1599385140
37,bardiya,chisapani(karnali),28.21278611,81.34521111,1599329700,Rain in the morning.,rain,1599351420,1599396720,0.64,0.7994,3.7353,1599341160,0.69,rain,30.65,1599375180,24.91,1599434160,37.75,1599375780,26.05,1599433500,24.38,0.84,1004.3,1.78,2.9,1599386700,81,0.24,11,1599372960,16.093,266.0,24.63,1599343620,30.65,1599375180,25.81,1599343680,37.75,1599375780
38,manang,humde,28.66627083,84.02257194,1599329700,Partly cloudy throughout the day.,partly-cloudy-day,1599350760,1599396060,0.64,0.0159,0.0527,1599386940,0.18,rain,9.7,1599375900,3.74,1599436980,10.66,1599364200,3.54,1599407400,5.61,1.0,1009.1,1.34,2.88,1599381300,97,0.54,9,1599372780,15.285,253.1,2.1,1599348360,9.7,1599375900,2.37,1599348360,10.66,1599364200
39,mugu,jomsom,29.50867889,81.89267389,1599329700,Humid throughout the day.,clear-day,1599351240,1599396600,0.64,0.1389,0.4613,1599385740,0.28,rain,22.93,1599376680,8.93,1599435600,23.54,1599377520,9.39,1599435300,14.26,1.0,1009.4,0.96,3.46,1599384060,312,0.07,12,1599373620,14.907,258.5,6.62,1599347640,22.93,1599376680,7.06,1599347460,23.54,1599377520
40,makwanpur,daman,27.5599456,85.1386067,1599329700,Humid and partly cloudy throughout the day.,rain,1599350520,1599395760,0.64,0.4003,1.0848,1599392580,0.5,rain,24.58,1599372540,16.84,1599436620,25.14,1599373380,18.11,1599436500,19.95,0.98,1006.4,0.84,2.32,1599380460,194,0.51,10,1599371760,16.041,262.2,17.5,1599349560,24.58,1599372540,18.84,1599416100,25.14,1599373380
41,manang,phu gaun,28.55,84.2333333,1599329700,Foggy in the afternoon and evening.,fog,1599350700,1599396000,0.64,0.0223,0.0877,1599389760,0.18,rain,12.5,1599372480,6.23,1599415620,16.61,1599377640,5.64,1599413220,8.09,1.0,1009.0,1.63,2.84,1599372540,337,0.51,12,1599371820,12.327,254.7,4.78,1599347820,12.5,1599372480,3.71,1599347940,16.61,1599377640
42,bajhang,chainpur (west),29.55,81.21666667,1599329700,Humid throughout the day.,clear-day,1599351420,1599396780,0.64,0.1953,0.684,1599385380,0.31,rain,25.05,1599375600,15.1,1599436320,25.85,1599375900,15.66,1599436140,18.99,1.0,1008.1,1.18,2.47,1599376140,41,0.21,11,1599373020,13.922,259.4,14.69,1599348720,25.05,1599375600,15.5,1599348660,25.85,1599375900
43,morang,biratnagar airport,26.61000889,87.37074778,1599329700,Rain and humid throughout the day.,rain,1599350040,1599395220,0.64,0.6512,4.2749,1599329700,0.93,rain,30.79,1599381300,23.7,1599436200,39.24,1599382980,24.9,1599436020,25.52,0.9,1005.6,2.27,6.45,1599412020,95,0.98,5,1599373020,16.008,263.3,24.4,1599350040,30.79,1599381300,25.76,1599349920,39.24,1599382980
44,mustang,mustang(lomangthang),28.81555556,83.86222222,1599329700,Partly cloudy throughout the day.,partly-cloudy-day,1599350820,1599396120,0.64,0.0065,0.0302,1599392700,0.12,rain,11.96,1599376380,4.06,1599438480,14.15,1599376920,4.0,1599438660,6.72,1.0,1008.8,1.54,4.89,1599383040,192,0.45,10,1599375960,16.093,253.1,2.68,1599348180,11.96,1599376380,2.8,1599348060,14.15,1599376920
45,lamjung,gharedhunga,28.282208299999997,84.3454164,1599329700,Humid throughout the day.,fog,1599350700,1599396000,0.64,0.152,0.5171,1599385980,0.35,rain,25.14,1599379680,17.2,1599437340,26.25,1599379860,18.01,1599436740,20.19,1.0,1007.8,1.71,2.04,1599381840,354,0.47,10,1599371640,13.224,261.0,16.23,1599349620,25.14,1599379680,17.09,1599349260,26.25,1599379860
46,morang,letang,26.46666667,87.28333333,1599329700,Rain and humid throughout the day.,rain,1599350040,1599395220,0.64,0.7624,4.9763,1599329700,0.95,rain,29.77,1599381180,23.49,1599435960,35.53,1599385140,24.57,1599435780,24.12,0.86,1005.2,2.84,9.38,1599412800,92,0.98,5,1599374160,15.749,264.0,24.3,1599342960,29.77,1599381180,25.59,1599342960,35.53,1599385140
47,chitawan,bharatpur,27.72113611,84.58525556,1599329700,Rain in the evening.,rain,1599350640,1599395880,0.64,0.7315,3.1991,1599394020,0.64,rain,34.01,1599376560,22.95,1599435300,41.95,1599385440,24.34,1599435120,23.96,0.81,1006.1,0.99,2.36,1599374040,131,0.3,10,1599373920,15.021,264.2,22.87,1599349020,34.01,1599376560,23.84,1599348900,41.95,1599385440
48,bara,simara airport,27.2813,84.9919,1599329700,Rain in the evening.,rain,1599350580,1599395820,0.64,0.3614,1.5887,1599393120,0.64,rain,31.22,1599378840,23.2,1599435660,39.74,1599379740,24.48,1599435180,25.59,0.92,1005.3,1.8,3.48,1599379380,99,0.45,10,1599372720,16.093,264.6,24.66,1599349440,31.22,1599378840,25.88,1599416100,39.74,1599379740
49,dailekh,ranimatta,28.90711111,81.75019167,1599329700,Humid throughout the day.,clear-day,1599351300,1599396600,0.64,0.2808,1.0866,1599383760,0.36,rain,25.73,1599372180,16.91,1599436380,26.58,1599372660,18.19,1599436200,20.21,0.99,1006.8,1.11,2.32,1599373320,189,0.24,12,1599372180,13.825,260.6,16.24,1599348840,25.73,1599372180,17.08,1599348960,26.58,1599372660
50,morang,gam shree nagar,26.73416667,87.50166667,1599329700,"Rain until night, starting again in the afternoon.",rain,1599349980,1599395160,0.64,0.4735,3.3387,1599329700,0.88,rain,30.55,1599379980,23.99,1599436560,45.82,1599386100,25.5,1599436440,26.69,1.0,1006.0,1.56,3.26,1599410100,98,0.99,6,1599372420,15.673,262.3,23.65,1599349740,30.55,1599379980,25.31,1599349440,45.82,1599386100
51,sindhuli,hariharpur gadhi valley,27.419825,85.84864444,1599329700,Humid and partly cloudy throughout the day.,rain,1599350400,1599395580,0.64,0.3625,0.8035,1599403680,0.55,rain,30.57,1599379200,21.57,1599437820,44.0,1599386100,23.09,1599437760,25.14,0.98,1006.5,0.96,2.31,1599375900,180,0.63,9,1599372480,14.907,261.2,20.37,1599349860,30.57,1599379200,21.65,1599349800,44.0,1599386100
52,mustang,lete,28.78401111,83.72981667,1599329700,Partly cloudy throughout the day.,partly-cloudy-day,1599350820,1599396120,0.64,0.0085,0.0379,1599392760,0.12,rain,13.03,1599375840,6.37,1599422040,15.61,1599376260,6.11,1599410400,8.39,1.0,1009.0,1.69,5.78,1599383040,211,0.46,10,1599376980,14.685,253.7,4.72,1599348120,13.03,1599375840,6.11,1599410400,15.61,1599376260
53,chitwan,gobindabasti,27.423171500000002,84.30374090000001,1599329700,Rain in the evening.,rain,1599350760,1599395940,0.64,0.563,2.089,1599396960,0.71,rain,32.88,1599378780,23.41,1599434700,39.87,1599380400,24.62,1599434460,23.47,0.8,1005.0,1.48,3.75,1599382860,114,0.3,10,1599373320,16.093,265.3,24.14,1599349560,32.88,1599378780,25.13,1599349620,39.87,1599380400
54,makwanpur,markhu gaun,27.4227,85.0279,1599329700,Rain in the evening.,rain,1599350580,1599395760,0.64,0.4228,1.6424,1599392760,0.6,rain,30.8,1599372900,22.51,1599436020,41.75,1599385860,24.0,1599435660,26.32,0.98,1005.9,1.22,2.86,1599380820,118,0.49,10,1599372180,16.093,263.4,23.62,1599348600,30.8,1599372900,25.22,1599348120,41.75,1599385860
55,saptari,barmajhiya,26.73666694,86.93144806,1599329700,Rain and humid throughout the day.,rain,1599350160,1599395280,0.64,0.3618,1.2533,1599329700,0.89,rain,32.11,1599379500,23.56,1599436260,40.36,1599379620,24.68,1599436260,25.09,0.87,1005.6,1.72,2.93,1599414420,108,0.89,7,1599373260,14.771,263.3,24.52,1599343320,32.11,1599379500,25.84,1599343320,40.36,1599379620
56,darchula,lumpthi,29.84496194,80.54539389,1599330600,Humid throughout the day.,rain,1599351540,1599396960,0.64,0.2679,0.6543,1599386940,0.46,rain,26.41,1599375480,18.15,1599438660,29.35,1599375540,19.72,1599433200,21.22,1.0,1007.9,0.87,2.05,1599377160,188,0.23,11,1599372720,14.454,260.2,17.07,1599348060,26.41,1599375480,18.89,1599348060,29.35,1599375540
57,solukhumbu,syangboche,27.48333333,86.61666667,1599329700,Foggy in the afternoon and evening.,rain,1599350160,1599395400,0.64,0.2454,0.6746,1599392520,0.48,rain,19.33,1599372360,12.21,1599419040,20.84,1599373380,13.65,1599421980,14.66,1.0,1007.2,0.94,1.91,1599379620,327,0.96,7,1599372120,11.984,257.3,11.85,1599348180,19.33,1599372360,13.24,1599348120,20.84,1599373380
58,sindhuli,sindhuli madhi,26.85282222,85.55730833,1599329700,Possible light rain overnight.,rain,1599350460,1599395640,0.64,0.1006,0.2183,1599365340,0.56,rain,30.65,1599379860,24.14,1599435060,37.14,1599385620,25.32,1599435120,24.75,0.83,1004.7,2.54,4.01,1599392580,101,0.67,10,1599372180,16.093,264.5,25.78,1599346740,30.65,1599379860,27.92,1599416100,37.14,1599385620
59,manang,naar,28.76666667,84.28333333,1599329700,Partly cloudy throughout the day.,partly-cloudy-day,1599350700,1599396000,0.64,0.008,0.0513,1599383460,0.12,rain,7.08,1599376080,-1.18,1599436260,8.3,1599368640,-0.91,1599436260,1.93,1.0,1009.2,0.95,3.06,1599379980,199,0.42,13,1599372420,12.812,251.9,-1.67,1599348120,7.08,1599376080,-1.4,1599348120,8.3,1599368640
60,solukhumbu,tengboche,27.4432169,86.568568,1599329700,Foggy in the afternoon and evening.,rain,1599350220,1599395400,0.64,0.2857,0.7575,1599392340,0.52,rain,22.43,1599372060,14.64,1599436440,23.75,1599372360,15.79,1599436320,18.07,1.0,1007.1,0.9,1.94,1599377580,244,0.95,7,1599372540,12.562,257.8,13.96,1599349500,22.43,1599372060,15.25,1599349440,23.75,1599372360
61,solukhumbu,salleri,27.81666667,86.71666667,1599329700,Foggy in the morning and afternoon.,fog,1599350160,1599395400,0.64,0.0434,0.1517,1599383700,0.32,rain,9.5,1599375840,2.64,1599437700,8.39,1599375600,2.91,1599437700,5.44,1.0,1008.1,1.39,2.7,1599381180,322,0.94,7,1599372660,7.705,251.2,2.26,1599349800,9.5,1599375840,2.53,1599349800,9.67,1599401580
62,lamjung,bhorletar,28.21813889,84.24153889,1599329700,Humid and partly cloudy throughout the day.,rain,1599350760,1599396000,0.64,0.1803,0.5952,1599387660,0.39,rain,25.62,1599379200,16.81,1599436380,26.01,1599379320,17.29,1599436080,18.97,0.93,1007.4,1.9,2.31,1599382380,353,0.41,11,1599371880,14.606,262.7,16.21,1599348720,25.62,1599379200,16.67,1599348540,26.01,1599379320
63,sunsari,tarahara,26.792175,87.29777778,1599329700,"Possible light rain until night, starting again in the afternoon.",rain,1599350040,1599395220,0.64,0.3522,1.6131,1599329700,0.86,rain,30.59,1599376260,23.2,1599435660,39.36,1599376560,24.49,1599435600,25.69,0.96,1006.0,1.48,2.7,1599405360,112,0.95,6,1599371880,16.092,262.4,23.27,1599349200,30.59,1599376260,24.7,1599348660,39.36,1599376560
64,sindhuli,dhap,27.33333333,85.5,1599329700,Rain in the evening.,rain,1599350460,1599395700,0.64,0.3836,1.0587,1599393540,0.63,rain,28.1,1599377700,20.97,1599433020,33.11,1599378780,22.15,1599432420,23.62,0.97,1006.0,1.1,3.12,1599378660,148,0.59,10,1599372240,16.085,262.7,21.69,1599416100,28.1,1599377700,22.85,1599416100,33.11,1599378780
65,sindhupalchok,tarke ghyang,27.91245194,85.633379,1599329700,Humid throughout the day.,fog,1599350400,1599395640,0.64,0.1929,0.4969,1599386760,0.37,rain,24.45,1599376200,16.16,1599421080,25.73,1599376740,17.41,1599421620,19.13,1.0,1007.4,1.07,2.15,1599376560,356,0.61,10,1599371580,11.63,258.5,14.75,1599348660,24.45,1599376200,16.0,1599348540,25.73,1599376740
66,mugu,rara,29.75,82.55,1599329700,Foggy in the evening.,fog,1599351060,1599396480,0.64,0.0341,0.1356,1599390480,0.2,rain,5.9,1599375660,-0.75,1599433980,3.74,1599375240,-1.6,1599414240,1.99,1.0,1010.1,1.63,4.49,1599381900,68,0.48,14,1599372960,14.23,252.3,-1.03,1599348000,5.9,1599375660,-1.6,1599414240,3.74,1599375240
